Section Name,Section Abbreviation,Date,Name,Position,Ad1,Ad2,Ad3,Ad4,Ad5,Ad6
CLINICAL INFORMATICS AND DIGITAL HEALTH STUDY SECTION,CIDH,02/08/24,"ABBASI, ADEEL, MD, SCM",ASSISTANT PROFESSOR OF MEDICINE,WARREN ALPERT SCHOOL OF MEDICINE,BROWN UNIVERSITY,"PROVIDENCE,       RI,       02912",,,
EMERGING IMAGING TECHNOLOGIES AND APPLICATIONS STUDY SECTION,EITA,06/13/24,"ABBEY, CRAIG  K, PHD",PROFESSOR,DEPARTMENT OF PSYCHOLOGICAL AND BRAIN SCIENCES,UNIVERSITY OF CALIFORNIA SANTA BARBARA,"SANTA BARBARA,       CA,       93106",,,
EMERGING IMAGING TECHNOLOGIES AND APPLICATIONS STUDY SECTION,EITA,02/22/24,"ABBEY, CRAIG  K, PHD",PROFESSOR,DEPARTMENT OF PSYCHOLOGICAL AND BRAIN SCIENCES,UNIVERSITY OF CALIFORNIA SANTA BARBARA,"SANTA BARBARA,       CA,       93106",,,
EMERGING IMAGING TECHNOLOGIES AND APPLICATIONS STUDY SECTION,EITA,10/26/23,"ABBEY, CRAIG  K, PHD",PROFESSOR,DEPARTMENT OF PSYCHOLOGICAL AND BRAIN SCIENCES,UNIVERSITY OF CALIFORNIA SANTA BARBARA,"SANTA BARBARA,       CA,       93106",,,
CELLULAR AND MOLECULAR IMMUNOLOGY - A STUDY SECTION,CMIA,06/13/24,"ABBOTT, JORDAN, MD",ASSOCIATE PROFESSOR OF PEDIATRICS,PEDIATRICS - ALLERGY/IMMUNOLOGY,CU SCHOOL OF MEDICINE,UNIVERSITY OF COLORADO ANSCHUTZ MEDICAL CAMPUS,"DENVER,       CO,       80220",,
ANTI-INFECTIVE RESISTANCE AND TARGETS STUDY SECTION ,AIRT,06/27/24,"ABDELAZIZ, MAY  H, PHD",ASSISTANT PROFESSOR,DEPARTMENT OF PHARMACEUTICAL SCIENCES,"UNIVERSITY OF TEXAS, TYLER","TYLER,       TX,       75799",,,
THERAPEUTIC DEVELOPMENT AND PRECLINICAL STUDIES STUDY SECTION,TDPS,06/12/24,"ABDEL-LATIF, AHMED, MD, PHD",PROFESSOR,"DEPARTMENT OF MEDICINE,CARDIOLOGY",UNIVERSITY OF MICHIGAN,"ANN ARBOR,       MI,       48109",,,
THERAPEUTIC DEVELOPMENT AND PRECLINICAL STUDIES STUDY SECTION,TDPS,02/21/24,"ABDEL-LATIF, AHMED, MD, PHD",PROFESSOR,"DEPARTMENT OF MEDICINE,CARDIOLOGY",UNIVERSITY OF MICHIGAN,"ANN ARBOR,       MI,       48109",,,
THERAPEUTIC DEVELOPMENT AND PRECLINICAL STUDIES STUDY SECTION,TDPS,10/25/23,"ABDEL-LATIF, AHMED, MD, PHD",PROFESSOR,"DEPARTMENT OF MEDICINE,CARDIOLOGY",UNIVERSITY OF MICHIGAN,"ANN ARBOR,       MI,       48109",,,
"BASIC BIOLOGY OF BLOOD, HEART AND VASCULATURE STUDY SECTION ",BBHV,03/07/24,"ABDEL-RAHMAN, ABDEL  A, PHD",DISTINGUISHED PROFESSOR AND VICE CHAIR,DEPARTMENT OF PHARMACOLOGY AND TOXICOLOGY,BRODY SCHOOL OF MEDICINE,EAST CAROLINA UNIVERSITY,"GREENVILLE,       NC,       27834",,
CANCER GENETICS STUDY SECTION,CG,06/17/24,"ABDEL-RAHMAN, MOHAMED  H, PHD",PROFESSOR,DEPARTMENT OF OPTHALMOLOGY,OHIO STATE UNIVERSITY,"COLUMBUS,       OH,       43210",,,
MECHANISMS OF CANCER THERAPEUTICS A STUDY SECTION,MCTA,06/24/24,"ABDULKADIR, SARKI  A, MD, PHD",PROFESSOR AND VICE CHAIR,DEPARTMENT OF UROLOGY,FEINBERG SCHOOL OF MEDICINE,NORTHWESTERN UNIVERSITY,"CHICAGO,       IL,       60611",,
MECHANISMS OF CANCER THERAPEUTICS A STUDY SECTION,MCTA,02/20/24,"ABDULKADIR, SARKI  A, MD, PHD",PROFESSOR AND VICE CHAIR,DEPARTMENT OF UROLOGY,FEINBERG SCHOOL OF MEDICINE,NORTHWESTERN UNIVERSITY,"CHICAGO,       IL,       60611",,
MECHANISMS OF CANCER THERAPEUTICS A STUDY SECTION,MCTA,10/16/23,"ABDULKADIR, SARKI  A, MD, PHD",PROFESSOR AND VICE CHAIR,DEPARTMENT OF UROLOGY,FEINBERG SCHOOL OF MEDICINE,NORTHWESTERN UNIVERSITY,"CHICAGO,       IL,       60611",,
INTERDISCIPLINARY CLINICAL CARE IN SPECIALTY CARE SETTINGS STUDY SECTION,ICSC,06/06/24,"ABDULLAH, ABU  SALEH MOHAMMAD, PHD",SCIENTIFIC REVIEW OFFICER,CENTER FOR SCIENTIFIC REVIEW,NATIONAL INSTITUTES OF HEALTH,6701 ROCKLEDGE DRIVE,"BETHESDA,       MD,       20892",,
INTERDISCIPLINARY CLINICAL CARE IN SPECIALTY CARE SETTINGS STUDY SECTION,ICSC,02/08/24,"ABDULLAH, ABU  SALEH MOHAMMAD, PHD",SCIENTIFIC REVIEW OFFICER,CENTER FOR SCIENTIFIC REVIEW,NATIONAL INSTITUTES OF HEALTH,6701 ROCKLEDGE DRIVE,"BETHESDA,       MD,       20892",,
INTERDISCIPLINARY CLINICAL CARE IN SPECIALTY CARE SETTINGS STUDY SECTION,ICSC,10/19/23,"ABDULLAH, ABU  SALEH MOHAMMAD, PHD",SCIENTIFIC REVIEW OFFICER,CENTER FOR SCIENTIFIC REVIEW,NATIONAL INSTITUTES OF HEALTH,6701 ROCKLEDGE DRIVE,"BETHESDA,       MD,       20892",,
"BASIC BIOLOGY OF BLOOD, HEART AND VASCULATURE STUDY SECTION ",BBHV,06/13/24,"ABE, JUN-ICHI, MD, PHD",PROFESSOR,DIVISION OF INTERNAL MEDICINE,DEPARTMENT OF CARDIOLOGY,UNIVERSITY OF TEXAS MD ANDERSON CANCER CENTER,"HOUSTON,       TX,       77030",,
"BASIC BIOLOGY OF BLOOD, HEART AND VASCULATURE STUDY SECTION ",BBHV,03/07/24,"ABE, JUN-ICHI, MD, PHD",PROFESSOR,DIVISION OF INTERNAL MEDICINE,DEPARTMENT OF CARDIOLOGY,UNIVERSITY OF TEXAS MD ANDERSON CANCER CENTER,"HOUSTON,       TX,       77030",,
"BASIC BIOLOGY OF BLOOD, HEART AND VASCULATURE STUDY SECTION ",BBHV,10/12/23,"ABE, JUN-ICHI, MD, PHD",PROFESSOR,DIVISION OF INTERNAL MEDICINE,DEPARTMENT OF CARDIOLOGY,UNIVERSITY OF TEXAS MD ANDERSON CANCER CENTER,"HOUSTON,       TX,       77030",,
"LUNG INJURY, REPAIR, AND REMODELING STUDY SECTION",LIRR,06/24/24,"ABEBAYEHU, DANIEL, PHD, BS",ASSISTANT PROFESSOR,"DEPARTMENT OF BIOMEDICAL ENGINEERING,",CARTER IMMUNOLOGY CENTER,UNIVERSITY OF VIRGINIA,"CHARLOTTESVILLE,       VA,       22903",,
KIDNEY ENDOCRINE AND DIGESTIVE DISORDERS STUDY SECTION,KEDD,06/17/24,"ABEBE, KALEAB  Z, PHD",PROFESSOR,DIVISION OF GENERAL INTERNAL MEDICINE,DEPARTMENT OF MEDICINE,CENTER FOR RESEARCH ON HEALTH CARE DATA CENTER,UNIVERSITY OF PITTSBURGH,"PITTSBURGH,       PA,       15213",
KIDNEY ENDOCRINE AND DIGESTIVE DISORDERS STUDY SECTION,KEDD,02/08/24,"ABEBE, KALEAB  Z, PHD",PROFESSOR,DIVISION OF GENERAL INTERNAL MEDICINE,DEPARTMENT OF MEDICINE,CENTER FOR RESEARCH ON HEALTH CARE DATA CENTER,UNIVERSITY OF PITTSBURGH,"PITTSBURGH,       PA,       15213",
KIDNEY ENDOCRINE AND DIGESTIVE DISORDERS STUDY SECTION,KEDD,10/26/23,"ABEBE, KALEAB  Z, PHD",PROFESSOR,DIVISION OF GENERAL INTERNAL MEDICINE,DEPARTMENT OF MEDICINE,CENTER FOR RESEARCH ON HEALTH CARE DATA CENTER,UNIVERSITY OF PITTSBURGH,"PITTSBURGH,       PA,       15213",
IMAGING PROBES AND CONTRAST AGENTS STUDY SECTION,IPCA,06/06/24,"ABERGEL, REBECCA  J, PHD",ASSOCIATE PROFESSOR,DEPARTMENT OF NUCLEAR ENGINEERING,UNIVERSITY OF CALIFORNIA BERKELEY,"BERKELEY,       CA,       94720",,,
IMAGING PROBES AND CONTRAST AGENTS STUDY SECTION,IPCA,02/08/24,"ABERGEL, REBECCA  J, PHD",ASSOCIATE PROFESSOR,DEPARTMENT OF NUCLEAR ENGINEERING,UNIVERSITY OF CALIFORNIA BERKELEY,"BERKELEY,       CA,       94720",,,
IMAGING PROBES AND CONTRAST AGENTS STUDY SECTION,IPCA,10/12/23,"ABERGEL, REBECCA  J, PHD",ASSOCIATE PROFESSOR,DEPARTMENT OF NUCLEAR ENGINEERING,UNIVERSITY OF CALIFORNIA BERKELEY,"BERKELEY,       CA,       94720",,,
INTEGRATIVE VASCULAR PHYSIOLOGY AND PATHOLOGY STUDY SECTION,IVPP,10/23/23,"ABID, RUHUL, MD, PHD",ASSOCIATE PROFESSOR,CARDIOTHORACIC SURGERY DIVISION,CARDIOVASCULAR RESEARCH CENTER,RHODE ISLAND HOSPITAL,BROWN UNIVERSITY WARREN ALPERT MEDICAL SCHOOL,"PROVIDENCE,       RI,       02903",
"BIOBEHAVIORAL REGULATION, LEARNING AND ETHOLOGY STUDY SECTION",BRLE,06/13/24,"ABLES, JESSICA, MD, PHD",ASSISTANT PROFESSOR,DEPARTMENT OF NEUROSCIENCE,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,"NEW YORK,       NY,       10029",,,
"NEUROLOGICAL, MENTAL AND BEHAVIORAL HEALTH STUDY SECTION",NMBH,05/30/24,"ABNER, ERIN, MPH, PHD",PROFESSOR,DEPARTMENT OF EPIDEMIOLOGY & ENVIRONMENTAL HEALTH,SANDERS-BROWN CENTER ON AGING,UNIVERSITY OF KENTUCKY,"LEXINGTON,       KY,       40536",,
MAXIMIZING INVESTIGATORS' RESEARCH AWARD - D STUDY SECTION,MRAD,06/27/24,"ABRAHAM, SOMAN  N, PHD",PROFESSOR,DEPARTMENT OF PATHOLOGY,DUKE UNIVERSITY MEDICAL CENTER,"DURHAM,       NC,       27710",,,
"HYPERSENSITIVITY, AUTOIMMUNE, AND IMMUNE-MEDIATED DISEASES STUDY SECTION",HAI,02/22/24,"ABRAHAMS, VIKKI  M, PHD",ASSOCIATE PROFESSOR,"DEPARTMENT OF OBSTETRICS, GYNECOLOGY",AND REPRODUCTIVE SCIENCES,SCHOOL OF MEDICINE,YALE UNIVERSITY,"NEW HAVEN,       CT,       06510",
NEUROBIOLOGY OF PAIN AND ITCH STUDY SECTION ,NPI,10/18/23,"ABRAIRA, VICTORIA  EUGENIA GUADALUPE, PHD",ASSISTANT PROFESSOR,DEPARTMENT OF CELL BIOLOGY AND NEUROSCIENCE,RUTGERS UNIVERSITY,"PISCATAWAY,       NJ,       08854",,,
TRANSLATIONAL IMMUNO-ONCOLOGY STUDY SECTION,TIO,06/17/24,"ABRAMS, SCOTT  I, PHD",PROFESSOR OF ONCOLOGY,DEPARTMENT OF IMMUNOLOGY,ROSWELL PARK COMPREHENSIVE CANCER CENTER,"BUFFALO,       NY,       14263",,,
"DIGESTIVE SYSTEM HOST DEFENSE, MICROBIAL INTERACTIONS AND IMMUNE AND INFLAMMATORY DISEASE STUDY SECTION",DHMI,02/29/24,"ABT, MICHAEL  C, PHD",ASSISTANT PROFESSOR,DIVISION OF CELL AND MOLECULAR BIOLOGY,DEPARTMENT OF MICROBIOLOGY,SCHOOL OF MEDICINE,UNIVERSITY OF PENNSYLVANIA,"PHIADELPHIA,       PA,       19104",
POPULATION AND PUBLIC HEALTH APPROACHES TO HIV/AIDS STUDY SECTION,PPAH,03/11/24,"ABUOGI, LISA  L, MD",ASSOCIATE PROFESSOR,DEPARTMENT OF PEDIATRICS,SCHOOL OF MEDICINE,"UNIVERSITY OF COLORADO, DENVER","AURORA,       CO,       80045",,
POPULATION AND PUBLIC HEALTH APPROACHES TO HIV/AIDS STUDY SECTION,PPAH,11/15/23,"ABUOGI, LISA  L, MD",ASSOCIATE PROFESSOR,DEPARTMENT OF PEDIATRICS,SCHOOL OF MEDICINE,"UNIVERSITY OF COLORADO, DENVER","AURORA,       CO,       80045",,
MACROMOLECULAR STRUCTURE AND FUNCTION A STUDY SECTION,MSFA,10/03/23,"ACEVEDO, ORLANDO, PHD",PROFESSOR,DEPARTMENT OF CHEMISTRY,UNIVERSITY OF MIAMI,"CORAL GABLES,       FL,       33146",,,
TUMOR HOST INTERACTIONS STUDY SECTION,THI,10/19/23,"ACHARYA, ABHINAV, PHD",ASSISTANT PROFESSOR,DEPARTMENT OF BIOMEDICAL ENGINEERING,CASE WESTERN RESERVE UNIVERSITY,"CLEVELAND,       OH,       44106",,,
"HIV MOLECULAR VIROLOGY, CELL BIOLOGY, AND DRUG DEVELOPMENT STUDY SECTION",HVCD,07/15/24,"ACHARYA, ARPAN, PHD",INSTRUCTOR,DEPARTMENT OF PHARMACOLOGY AND,EXPERIMENTAL NEUROSCIENCE,UNIVERSITY OF NEBRASKA MEDICAL CENTER,"OMAHA,       NE,       68198",,
DRUG DISCOVERY AND MOLECULAR PHARMACOLOGY B STUDY SECTION,DMPB,10/26/23,"ACHARYA, GHANASHYAM  S, PHD",ASSISTANT PROFESSOR,DEPARTMENT OF OPHTHALMOLOGY,BAYLOR COLLEGE OF MEDICINE.,"HOUSTON,       TX,        77030",,,
RADIATION THERAPEUTICS AND BIOLOGY STUDY SECTION,RTB,06/17/24,"ACHARYA, MUNJAL  M, PHD",ASSOCIATE PROFESSOR,DEPARTMENT OF ANATOMY & NEUROBIOLOGY,UNIVERSITY OF CALIFORNIA IRVINE,"IRVINE,       CA,       92697",,,
RADIATION THERAPEUTICS AND BIOLOGY STUDY SECTION,RTB,02/26/24,"ACHARYA, MUNJAL  M, PHD",ASSOCIATE PROFESSOR,DEPARTMENT OF ANATOMY & NEUROBIOLOGY,UNIVERSITY OF CALIFORNIA IRVINE,"IRVINE,       CA,       92697",,,
RADIATION THERAPEUTICS AND BIOLOGY STUDY SECTION,RTB,10/23/23,"ACHARYA, MUNJAL  M, PHD",ASSOCIATE PROFESSOR,DEPARTMENT OF ANATOMY & NEUROBIOLOGY,UNIVERSITY OF CALIFORNIA IRVINE,"IRVINE,       CA,       92697",,,
BRAIN INJURY AND NEUROVASCULAR PATHOLOGIES STUDY SECTION,BINP,06/17/24,"ACHARYA, NIMISH  KUMAR, PHD",ASSISTANT PROFESSOR,DEPARTMENTS OF GERIATRICS AND GERONTOLOGY,ROWAN SCHOOL OF OSTEOPATHIC MEDICINE,"STRATFORD,       NJ,       08084",,,
BRAIN INJURY AND NEUROVASCULAR PATHOLOGIES STUDY SECTION,BINP,02/12/24,"ACHARYA, NIMISH  KUMAR, PHD",ASSISTANT PROFESSOR,DEPARTMENTS OF GERIATRICS AND GERONTOLOGY,ROWAN UNIVERSITY SCHOOL OF OSTEOPATHIC MEDICINE,"STRATFORD,       NJ,       08084",,,
MACROMOLECULAR STRUCTURE AND FUNCTION C STUDY SECTION,MSFC,06/13/24,"ACHARYA, PRIYAMVADA, PHD",ASSOCIATE PROFESSOR,"DIRECTOR, DIVISION OF STRUCTURAL BIOLOGY",DEPARTMENT OF SURGERY,DUKE HUMAN VACCINE INSTITUTE,DUKE UNIVERSITY SCHOOL OF MEDICINE,"DURHAM,       NC,       27710",
MACROMOLECULAR STRUCTURE AND FUNCTION C STUDY SECTION,MSFC,02/08/24,"ACHARYA, PRIYAMVADA, PHD",ASSOCIATE PROFESSOR,"DIRECTOR, DIVISION OF STRUCTURAL BIOLOGY",DEPARTMENT OF SURGERY,DUKE HUMAN VACCINE INSTITUTE,DUKE UNIVERSITY SCHOOL OF MEDICINE,"DURHAM,       NC,       27710",
MACROMOLECULAR STRUCTURE AND FUNCTION C STUDY SECTION,MSFC,10/12/23,"ACHARYA, PRIYAMVADA, PHD",ASSOCIATE PROFESSOR,"DIRECTOR, DIVISION OF STRUCTURAL BIOLOGY",DEPARTMENT OF SURGERY,DUKE HUMAN VACCINE INSTITUTE,DUKE UNIVERSITY SCHOOL OF MEDICINE,"DURHAM,       NC,       27710",
BASIC MECHANISMS OF DIABETES AND METABOLISM STUDY SECTION,BMDM,06/12/24,"ACHARYA, USHA  R, PHD",STAFF SCIENTIST,CENTER FOR CANCER RESEARCH,NATIONAL CANCER INSTITUTE,NATIONAL INSTITUTES OF HEALTH,"FREDERICK,       MD,       21702",,
"NEUROLOGICAL, MENTAL AND BEHAVIORAL HEALTH STUDY SECTION",NMBH,05/30/24,"ACHESON, ASHLEY, PHD",VICE CHAIR FOR RESEARCH,DEPARTMENT OF PSYCHIATRY AND BEHAVIORAL SCIENCES,UNIVERSITY OF ARKANSAS FOR MEDICAL SCIENCES,"LITTLE ROCK,       AR,       72205",,,
"NEUROLOGICAL, MENTAL AND BEHAVIORAL HEALTH STUDY SECTION",NMBH,02/21/24,"ACHESON, ASHLEY, PHD",VICE CHAIR FOR RESEARCH,DEPARTMENT OF PSYCHIATRY AND BEHAVIORAL SCIENCES,UNIVERSITY OF ARKANSAS FOR MEDICAL SCIENCES,"LITTLE ROCK,       AR,       72205",,,
"NEUROLOGICAL, MENTAL AND BEHAVIORAL HEALTH STUDY SECTION",NMBH,10/19/23,"ACHESON, ASHLEY, PHD",VICE CHAIR FOR RESEARCH,DEPARTMENT OF PSYCHIATRY AND BEHAVIORAL SCIENCES,UNIVERSITY OF ARKANSAS FOR MEDICAL SCIENCES,"LITTLE ROCK,       AR,       72205",,,
"LEARNING, MEMORY AND DECISION NEUROSCIENCE STUDY SECTION",LMDN,06/13/24,"ACKER, LEAH, MD, PHD",ASSISTANT PROFESSOR,DEPARTMENT OF ANESTHESIOLOGY,SCHOOL OF MEDICINE,DUKE UNIVERSITY,"DURHAM,       NC,       27710",,
NEUROTOXICOLOGY AND ALCOHOL STUDY SECTION,NAL,06/04/24,"ACOSTA, MARICEDES, PHD",ASSISTANT PROFESSOR,DEPARTMENT OF PHYSIOLOGY AND BIOPHYSICS,"STONY BROOK UNIVERSITY, MEDICAL CENTER","STONY BROOK,       NY,       11794",,,
PATHOGENIC EUKARYOTES STUDY SECTION,PTHE,02/15/24,"ACOSTA-SERRANO, ALVARO, PHD",PROFESSOR,DEPARTMENT OF BIOLOGICAL SCIENCES,GALVIN LIFE SCIENCE CENTER,UNIVERSITY OF NOTRE DAME,"NOTRE DAME,       IN,       46556",,
EMERGING IMAGING TECHNOLOGIES AND APPLICATIONS STUDY SECTION,EITA,06/13/24,"ADALSTEINSSON, ELFAR, PHD",EATON-PEABODY PROFESSOR,DEPARTMENT OF ELECTRICAL ENGINEERING,AND COMPUTER SCIENCE,INSTITUTE FOR MEDICAL ENGINEERING AND SCIENCE,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,"CAMBRIDGE,       MA,       02139",
EMERGING IMAGING TECHNOLOGIES AND APPLICATIONS STUDY SECTION,EITA,02/22/24,"ADALSTEINSSON, ELFAR, PHD",EATON-PEABODY PROFESSOR,DEPARTMENT OF ELECTRICAL ENGINEERING,AND COMPUTER SCIENCE,INSTITUTE FOR MEDICAL ENGINEERING AND SCIENCE,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,"CAMBRIDGE,       MA,       02139",
EMERGING IMAGING TECHNOLOGIES AND APPLICATIONS STUDY SECTION,EITA,10/26/23,"ADALSTEINSSON, ELFAR, PHD",EATON-PEABODY PROFESSOR,DEPARTMENT OF ELECTRICAL ENGINEERING,AND COMPUTER SCIENCE,INSTITUTE FOR MEDICAL ENGINEERING AND SCIENCE,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,"CAMBRIDGE,       MA,       02139",
MAXIMIZING INVESTIGATORS? RESEARCH AWARD C STUDY SECTION,MRAC,06/20/24,"ADAM, ALEJANDRO  P, PHD",ASSOCIATE PROFESSOR,DEPARTMENT OF MOLECULAR,AND CELLULAR PHYSIOLOGY,AND DEPARTMENT OF OPHTHALMOLOGY,ALBANY MEDICAL COLLEGE,"ALBANY,       NY,       12208",
MAXIMIZING INVESTIGATORS? RESEARCH AWARD C STUDY SECTION,MRAC,02/29/24,"ADAM, ALEJANDRO  P, PHD",ASSOCIATE PROFESSOR,DEPARTMENT OF MOLECULAR,AND CELLULAR PHYSIOLOGY,AND DEPARTMENT OF OPHTHALMOLOGY,ALBANY MEDICAL COLLEGE,"ALBANY,       NY,       12208",
SKELETAL BIOLOGY DEVELOPMENT AND DISEASE STUDY SECTION,SBDD,02/22/24,"ADAMOPOULOS, IANNIS  ELIAS, PHD",DIRECTOR,DIVISION OF RHEUMATOLOGY AND CLINICAL IMMUNOLOGY,BETH ISRAEL MEDICAL DEACONESS CENTER,CENTER FOR LIFE SCIENCES,HARVARD MEDICAL SCHOOL,"BOSTON,       MA,       02115",
SKELETAL BIOLOGY DEVELOPMENT AND DISEASE STUDY SECTION,SBDD,10/31/23,"ADAMOPOULOS, IANNIS  ELIAS, PHD",DIRECTOR,DIVISION OF RHEUMATOLOGY AND CLINICAL IMMUNOLOGY,BETH ISRAEL MEDICAL DEACONESS CENTER,CENTER FOR LIFE SCIENCES,HARVARD MEDICAL SCHOOL,"BOSTON,       MA,       02115",
CELLULAR AND MOLECULAR BIOLOGY OF GLIA STUDY SECTION,CMBG,06/20/24,"ADAMS, DREW  JAMES, PHD",ASSOCIATE PROFESSOR,SCHOOL OF MEDICINE,CASE WESTERN RESERVE UNIVERSITY,"CLEVELAND,       OH,       44106",,,
"ARTHRITIS, CONNECTIVE TISSUE AND SKIN STUDY SECTION",ACTS,02/13/24,"ADAMS, JOHN  S, MD",PROFESSOR,DEPARTMENT OF ORTHOPAEDIC SURGERY AND,"MOLECULAR, CELL AND DEVELOPMENTAL BIOLOGY","UNIVERSITY OF CALIFORNIA, LOS ANGELES","LOS ANGELES,       CA,       90095",,
NEUROGENESIS AND CELL FATE STUDY SECTION,NCF,06/06/24,"ADAMS, KATRINA  L, PHD",ASSISTANT PROFESSOR,DEPARTMENT OF BIOLOGICAL SCIENCES,UNIVERSITY OF NOTRE DAME,"NOTRE DAME,       IN,       46556",,,
HIV COMORBIDITIES AND CLINICAL STUDIES STUDY SECTION,HCCS,03/26/24,"ADAMSON, PAUL  C, MPH, MD",ASSISTANT CLINICAL PROFESSOR,DIVISION OF INFECTIOUS DISEASES,DAVID GEFFEN SCHOOL OF MEDICINE,UNIVERSITY OF CALIFORNIA,"LOS ANGELES,,       CA,       90095",,
"NEURAL BASIS OF PSYCHOPATHOLOGY, ADDICTIONS AND SLEEP DISORDERS STUDY SECTION",NPAS,10/12/23,"ADDICOTT, MERIDETH  A, PHD",ASSOCIATE PROFESSOR,DEPARTMENT OF PHYSIOLOGY AND PHARMACOLOGY,WAKE FOREST UNIVERSITY SCHOOL OF MEDICINE,"WINSTON-SALEM,       NC,       27101",,,
"BASIC BIOLOGY OF BLOOD, HEART AND VASCULATURE STUDY SECTION ",BBHV,06/13/24,"ADDISON, DANIEL, MD",ASSOCIATE PROFESSOR,DIVISION OF CARDIOVASCULAR MEDICINE,DEPARTMENT OF INTERNAL MEDICINE,OHIO STATE UNIVERSITY,"COLUMBUS,       OH,       43210",,
"BASIC BIOLOGY OF BLOOD, HEART AND VASCULATURE STUDY SECTION ",BBHV,10/12/23,"ADDISON, DANIEL, MD",ASSOCIATE PROFESSOR,DIVISION OF CARDIOVASCULAR MEDICINE,DEPARTMENT OF INTERNAL MEDICINE,OHIO STATE UNIVERSITY,"COLUMBUS,       OH,       43210",,
"BASIC BIOLOGY OF BLOOD, HEART AND VASCULATURE STUDY SECTION ",BBHV,06/13/24,"ADEBIYI, ADEBOWALE, PHD",PROFESSOR AND RUSSELL D. AND MARY B. SHELDEN MISSOURI CHAIR IN ANESTHESIOLOGY,DEPARTMENTS OF MEDICAL PHARMACOLOGY AND PHYSIOLOGY,AND ANESTHESIOLOGY AND PERIOPERATIVE MEDICINE,SCHOOL OF MEDICINE,"UNIVERSITY OF MISSOURI, COLUMBIA","COLUMBIA,       MO,       65211",
