Section Name,Section Abbreviation,Date,Name,Position,Ad1,Ad2,Ad3,Ad4,Ad5,Ad6
ACUTE NEURAL INJURY AND EPILEPSY STUDY SECTION,ANIE,02/24/22 - 02/25/22,"LOPOUR, BETH ANN, PHD*",ASSOCIATE PROFESSOR,DEPARTMENT OF BIOMEDICAL ENGINEERING,"UNIVERSITY OF CALIFORNIA, IRVINE","IRVINE, CA, 92697",,,
ACUTE NEURAL INJURY AND EPILEPSY STUDY SECTION,ANIE,02/24/22 - 02/25/22,"MEZA, JANE, PHD",PROFESSOR AND ASSOCIATE VICE CHANCELLOR FOR GLOBAL ENGAGEMENT,DEPARTMENT OF BIOSTATISTICS ,UNIVERSITY OF NEBRASKA MEDICAL CENTER,"OMAHA, NE, 68198",,,
ACUTE NEURAL INJURY AND EPILEPSY STUDY SECTION,ANIE,02/24/22 - 02/25/22,"MURTHY, SANTOSH BHASKAR, MPH, MD*",ASSISTANT PROFESSOR,DEPARTMENT OF NEUROLOGY,WEILL CORNELL MEDICINE,"NEW YORK, NY, 10065",,,
ACUTE NEURAL INJURY AND EPILEPSY STUDY SECTION,ANIE,02/24/22 - 02/25/22,"PAN, JULLIE W, MD, PHD",PROFESSOR,DEPARTMENT OF RADIOLOGY,SCHOOL OF MEDICINE,UNIVERSITY OF MISSOURI,"COLUMBIA, MO, 65212",,
ACUTE NEURAL INJURY AND EPILEPSY STUDY SECTION,ANIE,02/24/22 - 02/25/22,"PHILLIPS, GREGORY J, PHD*",PROFESSOR,DEPARTMENT OF VETERINARY MICROBIOLOGY,IOWA STATE UNIVERSITY,"AMES, IA, 50011",,,
ACUTE NEURAL INJURY AND EPILEPSY STUDY SECTION,ANIE,02/24/22 - 02/25/22,"ROE, DENISE J, DPH",PROFESSOR AND DIRECTIOR,DEPARTMENT OF BIOSTATISTICS,THE UNIVERSITY OF ARIZONA CANCER CENTER,"TUCSON, AZ, 85724",,,
ACUTE NEURAL INJURY AND EPILEPSY STUDY SECTION,ANIE,02/24/22 - 02/25/22,"ROMERO, JOSE RAFAEL, MD",ASSOCIATE PROFESSOR,DEPARTMENT OF NEUROLOGY,BOSTON UNIVERSITY MEDICAL CENTER,"BOSTON, MA, 02118",,,
ACUTE NEURAL INJURY AND EPILEPSY STUDY SECTION,ANIE,02/24/22 - 02/25/22,"SAVER, JEFFREY L, MD*",PROFESSOR,DEPARTMENT OF NEUROLOGY,VICE CHAIR FOR CLINICAL RESEARCH ,DAVID GEFFEN SCHOOL OF MEDICINE,UNIVERSITY OF CALIFORNIA LOS ANGELES ,"LOS ANGELES, CA, 92095",
ACUTE NEURAL INJURY AND EPILEPSY STUDY SECTION,ANIE,02/24/22 - 02/25/22,"SCHMIT, BRIAN D, PHD*",PROFESSOR,DEPARTMENT OF BIOMEDICAL ENGINEERING,MEDICAL COLLEGE OF WISCONSIN ,MARQUETTE UNIVERSITY,"MILWAUKEE, WI, 53201",,
ACUTE NEURAL INJURY AND EPILEPSY STUDY SECTION,ANIE,02/24/22 - 02/25/22,"SUCHAREW, HEIDI, PHD*",ASSOCIATE PROFESSOR,DEPARTMENT OF PEDIATRICS,CINCINNATI CHILDREN'S HOSPITAL,UNIVERSITY OF CINCINNATI,"CINCINNATI, OH, 45229",,
ACUTE NEURAL INJURY AND EPILEPSY STUDY SECTION,ANIE,02/24/22 - 02/25/22,"SUSKAUER, STACY JENNIFER MARCUS, MD",ASSOCIATE PROFESSOR,DEPARTMENT OF PHYSICAL MEDICINE AND REHABILITATION,KENNEDY KRIEGER INSTITUTE,JOHNS HOPKINS UNIVERSITY SCHOOL OF MEDICINE,"BALTIMORE, MD, 21205",,
ACUTE NEURAL INJURY AND EPILEPSY STUDY SECTION,ANIE,02/24/22 - 02/25/22,"TANDON, NITIN, MD*",PROFESSOR,DEPARTMENT OF NEUROSURGERY,TEXAS INSTITUTE FOR RESTORATIVE NEUROTECHNOLOGIES,UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER,"HOUSTON, TX, 77030",,
ACUTE NEURAL INJURY AND EPILEPSY STUDY SECTION,ANIE,02/24/22 - 02/25/22,"THEUS, MICHELLE LEE, PHD*",ASSOCIATE PROFESSOR,DEPARTMENT OF BIOMEDICAL SCIENCES AND PATHOBIOLOGY,"COLLEGE OF VETERINARY MEDICINE, VIRGINIA TECH","BLACKSBURG, VA, 24061",,,
ACUTE NEURAL INJURY AND EPILEPSY STUDY SECTION,ANIE,02/24/22 - 02/25/22,"VALADKA, ALEX B, MD",PROFESSOR,DEPARTMENT OF NEUROSURGERY ,VIRGINIA COMMONWEALTH UNIVERSITY ,"RICHMOND, VA, 23298",,,
ACUTE NEURAL INJURY AND EPILEPSY STUDY SECTION,ANIE,02/24/22 - 02/25/22,"VER HOEF, LAWRENCE, MD*",ASSOCIATE PROFESSOR,DEPARTMENTS OF NEUROLOGY AND BIOMEDICAL ENGINEER,HEERSINK SCHOOL OF MEDICINE,THE UNIVERSITY OF ALABAMA AT BIRMINGHAM,"BIRMINGHAM, AL, 35294",,
ACUTE NEURAL INJURY AND EPILEPSY STUDY SECTION,ANIE,02/24/22 - 02/25/22,"WANG, XIAOYING, MD, PHD*",PROFESSOR,DEPARTMENT OF NEUROSURGERY AND NEUROLOGY,TULANE UNIVERSITY SCHOOL OF MEDICINE,"NEW ORLEANS, LA, 70112",,,
ACUTE NEURAL INJURY AND EPILEPSY STUDY SECTION,ANIE,02/24/22 - 02/25/22,"WESTOVER, MICHAEL BRANDON, MD, PHD",ASSOCIATE PROFESSOR,DEPARTMENT OF NEUROLOGY,MASSACHUSETTS GENERAL HOSPITAL,"BOSTON, MA, 02114",,,
ACUTE NEURAL INJURY AND EPILEPSY STUDY SECTION,ANIE,02/24/22 - 02/25/22,"WILDE, ELISABETH A, PHD",ASSOCIATE PROFESSOR,DEPARTMENT OF NEUROLOGY,UNIVERSITY OF UTAH SCHOOL OF MEDICINE,"SALT LAKE CITY, UT, 84132",,,
ACUTE NEURAL INJURY AND EPILEPSY STUDY SECTION,ANIE,02/24/22 - 02/25/22,"WORRALL, BRADFORD B, MD*",PROFESSOR,DEPARTMENT OF NEUROLOGY AND,PUBLIC HEALTH SCIENCES,UNIVERSITY OF VIRGINIA HEALTH SYSTEM,"CHARLOTTESVILLE, VA, 22908",,
ACUTE NEURAL INJURY AND EPILEPSY STUDY SECTION,ANIE,02/24/22 - 02/25/22,"WU, JOYCE Y, MD*",ENDOWED PROFESSOR,DEPARTMENT OF PEDIATRICS NEUROLOGY,LURIE CHILDREN'S HOSPITAL,NORTHWESTERN UNIVERSITY,"CHICAGO, IL, 60611",,
ACUTE NEURAL INJURY AND EPILEPSY STUDY SECTION,ANIE,02/24/22 - 02/25/22,"YEATTS, SHARON DZIUBA, PHD",PROFESSOR,DEPARTMENT OF PUBLIC HEALTH SCIENCES,MEDICAL UNIVERSITY OF SOUTH CAROLINA,"CHARLESTON, SC, 29425",,,
ACUTE NEURAL INJURY AND EPILEPSY STUDY SECTION,ANIE,02/24/22 - 02/25/22,"ZAHARCHUK, GREGORY GEORGE, MD, PHD*",PROFESSOR,DEPARTMENT OF RADIOLOGY,STANFORD UNIVERSITY ,"STANFORD, CA, 94305",,,
ACUTE NEURAL INJURY AND EPILEPSY STUDY SECTION,ANIE,02/24/22 - 02/25/22,"SCHAUWECKER, PAULA ELYSE, PHD",SCIENTIFIC REVIEW OFFICER,NATIONAL INSTITUTES OF HEALTH,CENTER FOR SCIENTIFIC REVIEW,"BETHESDA, MD, 20892",,,
ACUTE NEURAL INJURY AND EPILEPSY STUDY SECTION,ANIE,02/24/22 - 02/25/22,"KIRKPATRICK, JOEL D",LEAD EXTRAMURAL SUPPORT ASSISTANT,CENTER FOR SCIENTIFIC REVIEW,NATIONAL INSTITUTES OF HEALTH,"BETHESDA, MD, 20892",,,
ACUTE NEURAL INJURY AND EPILEPSY STUDY SECTION,ANIE,10/21/21 - 10/22/21,"YUAN, CHUN, PHD",PROFESSOR,DEPARTMENT OF RADIOLOGY AND IMAGING SCIENCES,SPENCER FOX ECCLES SCHOOL OF MEDICINE,UNIVERSITY OF UTAH,"SALT LAKE CITY, UT, 84132",,
ACUTE NEURAL INJURY AND EPILEPSY STUDY SECTION,ANIE,10/21/21 - 10/22/21,"BUDDE, MATTHEW D, PHD",ASSOCIATE PROFESSOR,DEPARTMENT OF NEUROSURGERY,MEDICAL COLLEGE OF WISCONSIN,"MILWAUKEE, WI, 53226",,,
ACUTE NEURAL INJURY AND EPILEPSY STUDY SECTION,ANIE,10/21/21 - 10/22/21,"CHEN, SHUO, PHD*",ASSOCIATE PROFESSOR,DEPARTMENT OF EPIDEMIOLOGY AND PUBLIC HEALTH,DEPARTMENT OF PSYCHIATRY,DIRECTOR OF BIOSTATISTICS AND DATA SCIENCE,UNIVERSITY OF MARYLAND,"BALTIMORE, MD, 21201",
ACUTE NEURAL INJURY AND EPILEPSY STUDY SECTION,ANIE,10/21/21 - 10/22/21,"CUEVAS, JAVIER, PHD",PROFESSOR,DEPARTMENT OF MOLECULAR PHARMACOLOGY AND,PHYSIOLOGY,COLLEGE OF MEDICINE,UNIVERSITY OF SOUTH FLORIDA,"TAMPA, FL, 33612",
ACUTE NEURAL INJURY AND EPILEPSY STUDY SECTION,ANIE,10/21/21 - 10/22/21,"DAMS-O'CONNOR, KRISTEN, PHD",PROFESSOR,DEPARTMENTS OF REHABILITATION MEDICINE AND,NEUROLOGY,"DIRECTOR, BRAIN INJURY RESEARCH CENTER",ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,"NEW YORK, NY, 10029",
ACUTE NEURAL INJURY AND EPILEPSY STUDY SECTION,ANIE,10/21/21 - 10/22/21,"DERDEYN, COLIN PIETER, MD*",KRABBENHOFT PROFESSOR AND CHAIR,DEPARTMENT OF RADIOLOGY,DIVISION OF NEURORADIOLOGY,CARVER COLLEGE OF MEDICINE,UNIVERSITY OF IOWA,"IOWA CITY, IA, 52242",
ACUTE NEURAL INJURY AND EPILEPSY STUDY SECTION,ANIE,10/21/21 - 10/22/21,"DONAHUE, MANUS J, PHD*",PROFESSOR,DEPARTMENT OF NEUROLOGY,VANDERBILT UNIVERSITY,"NASHVILLE, TN, 37232",,,
ACUTE NEURAL INJURY AND EPILEPSY STUDY SECTION,ANIE,10/21/21 - 10/22/21,"FERGUSON, ADAM R, PHD*",PROFESSOR,DEPARTMENT OF NEUROLOGICAL SURGERY,"DIRECTOR OF DATA SCIENCE, BRAIN AND",SPINAL INJURY CENTER,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO","SAN FRANCISCO, CA, 94110",
ACUTE NEURAL INJURY AND EPILEPSY STUDY SECTION,ANIE,10/21/21 - 10/22/21,"FIRESTEIN, BONNIE L, PHD*",PROFESSOR,DEPARTMENT OF CELL BIOLOGY AND NEUROSCIENCE,NELSON BIOLOGICAL LABORATORIES,RUTGERS UNIVERSITY,"PISCATAWAY, NJ, 08854",,
ACUTE NEURAL INJURY AND EPILEPSY STUDY SECTION,ANIE,10/21/21 - 10/22/21,"FISHER, MARK J, MD*",PROFESSOR,DEPARTMENT OF  NEUROLOGY,UNIVERSITY OF CALIFORNIA IRVINE,"ORANGE, CA, 92868",,,
ACUTE NEURAL INJURY AND EPILEPSY STUDY SECTION,ANIE,10/21/21 - 10/22/21,"GLASSCOCK, ALBERT E, PHD*",ASSOCIATE PROFESSOR,DEPARTMENT OF BIOLOGICAL SCIENCES,SOUTHERN METHODIST UNIVERSITY,"DALLAS, TX, 75205",,,
ACUTE NEURAL INJURY AND EPILEPSY STUDY SECTION,ANIE,10/21/21 - 10/22/21,"GOLDBERG, JUDITH D, SCD*",PROFESSOR,DEPARTMENT OF POPULATION HEALTH AND,ENVIRONMENTAL MEDICINE,DIVISION OF BIOSTATISTICS,NEW YORK UNIVERSITY,"NEW YORK, NY, 10016",
ACUTE NEURAL INJURY AND EPILEPSY STUDY SECTION,ANIE,10/21/21 - 10/22/21,"HE, BIN, PHD*",PROFESSOR,DEPARTMENT OF BIOMEDICAL ENGINEERING,CARNEGIE MELLON UNIVERSITY,"PITTSBURGH, PA, 15213",,,
ACUTE NEURAL INJURY AND EPILEPSY STUDY SECTION,ANIE,10/21/21 - 10/22/21,"HUBER, JASON D, PHD*",PROFESSOR,DEPARTMENT OF BASIC PHARMACEUTICAL SCIENCES,WEST VIRGINIA UNIVERSITY,"MORGANTOWN, WV, 26506",,,
ACUTE NEURAL INJURY AND EPILEPSY STUDY SECTION,ANIE,10/21/21 - 10/22/21,"KIROV, IVAN IVANOV, PHD*",ASSOCIATE PROFESSOR,DEPARTMENT OF NEUROLOGY,NEW YORK UNIVERSITY SCHOOL OF MEDICINE,"NEW YORK, NY, 10016",,,
ACUTE NEURAL INJURY AND EPILEPSY STUDY SECTION,ANIE,10/21/21 - 10/22/21,"KOLIATSOS, VASSILIS E, MD*",PROFESSOR,DEPARTMENT OF PATHOLOGY AND NEUROLOGY,JOHNS HOPKINS UNIVERSITY SCHOOL OF MEDICINE,"BALTIMORE, MD, 21205",,,
ACUTE NEURAL INJURY AND EPILEPSY STUDY SECTION,ANIE,10/21/21 - 10/22/21,"KONTOS, ANTHONY P, PHD*",PROFESSOR,DEPARTMENT OF ORTHOPAEDIC SURGERY,UNIVERSITY OF PITTSBURGH,"PITTSBURGH, PA, 15203",,,
ACUTE NEURAL INJURY AND EPILEPSY STUDY SECTION,ANIE,10/21/21 - 10/22/21,"LAPLACA, MICHELLE C, PHD",ASSOCIATE PROFESSOR,DEPARTMENT OF BIOMEDICAL ENGINEERING,GEORGIA INSTITUTE OF TECHNOLOGY,"ATLANTA, GA, 30332",,,
ACUTE NEURAL INJURY AND EPILEPSY STUDY SECTION,ANIE,10/21/21 - 10/22/21,"LIN, CHEN, MD*",ASSISTANT PROFESSOR,DEPARTMENT OF NEUROLOGY,UNIVERSITY OF ALABAMA,"BIRMINGHAM, AL, 35233",,,
ACUTE NEURAL INJURY AND EPILEPSY STUDY SECTION,ANIE,10/21/21 - 10/22/21,"MADHAVAN, SANGEETHA, PHD",PROFESSOR,DEPARTMENT OF PHYSICAL THERAPY,COLLEGE OF APPLIED HEALTH SCIENCES,UNIVERSITY OF ILLINOIS AT CHICAGO,"CHICAGO, IL, 60612",,
ACUTE NEURAL INJURY AND EPILEPSY STUDY SECTION,ANIE,10/21/21 - 10/22/21,"MESCHIA, JAMES F, MD*",PROFESSOR AND CHAIR,DEPARTMENT OF NEUROLOGY,MAYO CLINIC JACKSONVILLE,"JACKSONVILLE, FL, 32224",,,
ACUTE NEURAL INJURY AND EPILEPSY STUDY SECTION,ANIE,10/21/21 - 10/22/21,"NIMJEE, SHAHID, MD, PHD*",ASSOCIATE PROFESSOR,DEPARTMENT OF NEUROSURGERY,OHIO STATE UNIVERSITY MEDICAL CENTER,"COLUMBUS, OH, 43235",,,
ACUTE NEURAL INJURY AND EPILEPSY STUDY SECTION,ANIE,10/21/21 - 10/22/21,"NOLAN, KAREN J, PHD*",SENIOR RESEARCH SCIENTIST,CENTER FOR MOBILITY AND REHABILITATION ENGINEERING,KESSLER FOUNDATION,"WEST ORANGE, NJ, 07052",,,
ACUTE NEURAL INJURY AND EPILEPSY STUDY SECTION,ANIE,10/21/21 - 10/22/21,"PAN, JULLIE W, MD, PHD",PROFESSOR,DEPARTMENT OF RADIOLOGY,SCHOOL OF MEDICINE,UNIVERSITY OF MISSOURI,"COLUMBIA, MO, 65212",,
ACUTE NEURAL INJURY AND EPILEPSY STUDY SECTION,ANIE,10/21/21 - 10/22/21,"PARVIZI, JOSEF, MD, PHD",PROFESSOR,DEPARTMENT OF NEUROLOGY AND,NEUROLOGICAL SCIENCES,STANFORD UNIVERSITY,"PALO ALTO, CA, 94305",,
ACUTE NEURAL INJURY AND EPILEPSY STUDY SECTION,ANIE,10/21/21 - 10/22/21,"PEDERSEN, NIGEL PAUL, MBBS*",ASSISTANT PROFESSOR,DEPARTMENT OF NEUROLOGY,EMORY UNIVERSITY,"ATLANTA, GA, 30322",,,
ACUTE NEURAL INJURY AND EPILEPSY STUDY SECTION,ANIE,10/21/21 - 10/22/21,"REDDY, DOODIPALA SAMBA, PHMD, PHD*",PROFESSOR,DEPARTMENT OF NEUROSCIENCE AND,EXPERIMENTAL THERAPEUTICS,TEXAS A&amp;M UNIVERSITY COLLEGE OF MEDICINE,"BRYAN, TX, 77807",,
ACUTE NEURAL INJURY AND EPILEPSY STUDY SECTION,ANIE,10/21/21 - 10/22/21,"ROMERO, JOSE RAFAEL, MD",ASSOCIATE PROFESSOR,DEPARTMENT OF NEUROLOGY,BOSTON UNIVERSITY MEDICAL CENTER,"BOSTON, MA, 02118",,,
ACUTE NEURAL INJURY AND EPILEPSY STUDY SECTION,ANIE,10/21/21 - 10/22/21,"SCHMIT, BRIAN D, PHD*",PROFESSOR,DEPARTMENT OF BIOMEDICAL ENGINEERING,MEDICAL COLLEGE OF WISCONSIN ,MARQUETTE UNIVERSITY,"MILWAUKEE, WI, 53201",,
ACUTE NEURAL INJURY AND EPILEPSY STUDY SECTION,ANIE,10/21/21 - 10/22/21,"SILBERGLEIT, ROBERT, MD*",PROFESSOR,DEPARTMENT OF EMERGENCY MEDICINE,UNIVERSITY OF MICHIGAN MEDICAL SCHOOL,"ANN ARBOR, MI, 48106",,,
ACUTE NEURAL INJURY AND EPILEPSY STUDY SECTION,ANIE,10/21/21 - 10/22/21,"SIMEONE, KRISTINA A, PHD*",ASSOCIATE PROFESSOR,DEPARTMENT OF PHARMACOLOGY,CREIGHTON UNIVERSITY SCHOOL OF MEDICINE,"OMAHA, NE, 68164",,,
ACUTE NEURAL INJURY AND EPILEPSY STUDY SECTION,ANIE,10/21/21 - 10/22/21,"STABA, RICHARD, PHD*",PROFESSOR,DEPARTMENT OF NEUROLOGY,DAVID GEFFEN SCHOOL OF MEDICINE,"UNIVERSITY OF CALIFORNIA, LOS ANGELES","LOS ANGELES, CA, 90095",,
ACUTE NEURAL INJURY AND EPILEPSY STUDY SECTION,ANIE,10/21/21 - 10/22/21,"SUSKAUER, STACY JENNIFER MARCUS, MD",ASSOCIATE PROFESSOR,DEPARTMENT OF PHYSICAL MEDICINE AND REHABILITATION,KENNEDY KRIEGER INSTITUTE,JOHNS HOPKINS UNIVERSITY SCHOOL OF MEDICINE,"BALTIMORE, MD, 21205",,
ACUTE NEURAL INJURY AND EPILEPSY STUDY SECTION,ANIE,10/21/21 - 10/22/21,"VALADKA, ALEX B, MD",PROFESSOR,DEPARTMENT OF NEUROSURGERY ,VIRGINIA COMMONWEALTH UNIVERSITY ,"RICHMOND, VA, 23298",,,
ACUTE NEURAL INJURY AND EPILEPSY STUDY SECTION,ANIE,10/21/21 - 10/22/21,"VASKA, PAUL, PHD*",PROFESSOR,DEPARTMENT OF RADIOLOGY,RENAISSANCE SCHOOL OF MEDICINE,STONY BROOK UNIVERSITY,"STONY BROOK, NY, 11794",,
ACUTE NEURAL INJURY AND EPILEPSY STUDY SECTION,ANIE,10/21/21 - 10/22/21,"VEMUGANTI, RAGHU, PHD",PROFESSOR,DEPARTMENT OF NEUROLOGICAL SURGERY,UNIVERSITY OF WISCONSIN,"MADISON, WI, 53792",,,
ACUTE NEURAL INJURY AND EPILEPSY STUDY SECTION,ANIE,10/21/21 - 10/22/21,"VER HOEF, LAWRENCE, MD*",ASSOCIATE PROFESSOR,DEPARTMENT OF NEUROLOGY,THE UNIVERSITY OF ALABAMA AT BIRMINGHAM,"BIRMINGHAM, AL, 35294",,,
ACUTE NEURAL INJURY AND EPILEPSY STUDY SECTION,ANIE,10/21/21 - 10/22/21,"WESTOVER, MICHAEL BRANDON, MD, PHD",ASSOCIATE PROFESSOR,DEPARTMENT OF NEUROLOGY,MASSACHUSETTS GENERAL HOSPITAL,"BOSTON, MA, 02114",,,
ACUTE NEURAL INJURY AND EPILEPSY STUDY SECTION,ANIE,10/21/21 - 10/22/21,"WILDE, ELISABETH A, PHD",ASSOCIATE PROFESSOR,DEPARTMENT OF NEUROLOGY,UNIVERSITY OF UTAH SCHOOL OF MEDICINE,"SALT LAKE CITY, UT, 84132",,,
ACUTE NEURAL INJURY AND EPILEPSY STUDY SECTION,ANIE,10/21/21 - 10/22/21,"YEATTS, SHARON DZIUBA, PHD",PROFESSOR,DEPARTMENT OF PUBLIC HEALTH SCIENCES,MEDICAL UNIVERSITY OF SOUTH CAROLINA,"CHARLESTON, SC, 29425",,,
ACUTE NEURAL INJURY AND EPILEPSY STUDY SECTION,ANIE,10/21/21 - 10/22/21,"SCHAUWECKER, PAULA ELYSE, PHD",SCIENTIFIC REVIEW OFFICER,NATIONAL INSTITUTES OF HEALTH,CENTER FOR SCIENTIFIC REVIEW,"BETHESDA, MD, 20892",,,
ACUTE NEURAL INJURY AND EPILEPSY STUDY SECTION,ANIE,10/21/21 - 10/22/21,"MUDAKALA, PADMA T",EXTRAMURAL SUPPORT ASSISTANT,CENTER FOR SCIENTIFIC REVIEW,NATIONAL INSTITUTES OF HEALTH,"BETHESDA, MD, 20892",,,
ACUTE NEURAL INJURY AND EPILEPSY STUDY SECTION,ANIE,06/16/21 - 06/17/21,"HERSON, PACO S, PHD",PROFESSOR,DEPARTMENT OF NEUROSURGERY,"DIRECTOR, CEREBROVASCULAR RESEARCH INSTITUTE",OHIO STATE UNIVERSITY COLLEGE OF MEDICINE,"COLUMBUS, OH, 43210",,
ACUTE NEURAL INJURY AND EPILEPSY STUDY SECTION,ANIE,06/16/21 - 06/17/21,"BRAMLETT, HELEN M, PHD*",PROFESSOR,DEPARTMENT OF NEUROLOGICAL SURGERY,UNIVERSITY OF MIAMI MILLER SCHOOL OF MEDICINE,"MIAMI, FL, 33136",,,
